Year,Race Name,Driver ID,Constructor Name,Grid Position,Final Position,Fastest Lap Time,Points,Status,Number of Laps,Lap,Duration,Weather,Temperature (°C),Humidity (%),Wind Speed (m/s),Rain (mm),Pit Stops
2021,It,ma,,,,,,DNF,,23.0,32.456,Rain,5.0,87,0.45,1.0,1
2023,Au,ke,,,,,,DNF,,7.0,20.789,No rain,17.76,67,0.89,0.0,2
2021,Fr,no,Mc,8.0,5.0,97.425,10.0,Finished,53.0,24.0,30.531,No rain,8.64,77,3.73,0.1,1
2019,Be,ra,,,,,,DNF,,31.0,26.891,Rain,-1.91,100,2.57,0.0,3
2019,Fr,gi,Al,10.0,16.0,95.11500000000001,0.0,+1 Lap,52.0,7.0,30.842,No rain,8.64,77,3.73,0.1,2
2023,Ba,sa,Fe,4.0,4.0,97.13,12.0,Finished,57.0,13.0,24.500,No rain,21.05,72,5.45,0.0,1
2020,Tu,ra,,,,,,DNF,,8.0,24:10.186,No rain,5.13,81,2.59,0.0,3
2023,Az,ru,Me,11.0,8.0,103.37,5.0,Finished,51.0,49.0,21.389,Rain,4.97,75,12.35,0.0,2
2019,Mo,ru,Wi,19.0,15.0,77.038,0.0,+1 Lap,77.0,10.0,26.165,No rain,11.92,73,3.6,0.0,1
2020,Tu,ru,Wi,18.0,11.0,81.645,0.0,Finished,59.0,7.0,18.399,No rain,5.13,81,2.59,0.0,2
2024,Be,pi,Mc,5.0,2.0,105.84,18.0,Finished,44.0,11.0,22.623,Rain,-1.91,100,2.57,0.0,1
2021,Em,ru,Wi,12.0,19.0,86.543,0.0,DNF,30.0,26.0,29.983,Rain,4.34,96,2.91,1.33,1
2020,Au,ke,,,,,,DNF,,,,No rain,-2.06,86,1.54,0.0,0
2020,Em,kv,Al,8.0,4.0,77.666,12.0,Finished,63.0,51.0,29.809,Rain,4.34,96,2.91,1.33,2
2019,Br,no,Mc,10.0,8.0,72.328,4.0,Finished,71.0,27.0,23.381,No rain,21.25,86,4.63,0.0,1
2023,Br,ga,Al,10.0,18.0,91.539,0.0,DNF,46.0,31.0,28.458,No rain,4.18,97,2.28,0.0,1
2022,Au,la,Wi,18.0,16.0,83.882,0.0,+1 Lap,57.0,13.0,18.552,No rain,17.76,67,0.89,0.0,2
2021,Em,ts,Al,20.0,12.0,78.334,0.0,Finished,63.0,25.0,30.696,Rain,4.34,96,2.91,1.33,1
2019,It,pe,,,,,,DNF,,28.0,25.340,Rain,5.0,87,0.45,1.0,1
2023,Ba,al,Wi,15.0,10.0,97.144,1.0,Finished,57.0,26.0,24.920,No rain,21.05,72,5.45,0.0,2
2021,Tu,pe,,,,,,DNF,,37.0,22.463,No rain,5.73,65,4.63,0.0,1
2024,Au,st,As,17.0,13.0,70.143,0.0,+1 Lap,70.0,20.0,21.399,No rain,-2.06,86,1.54,0.0,1
2021,It,pe,,,,,,DNF,,26.0,23.906,Rain,5.0,87,0.45,1.0,1
2019,Fr,sa,Mc,6.0,6.0,94.561,8.0,Finished,53.0,19.0,29.920,No rain,8.64,77,3.73,0.1,1
2019,Ru,hu,,,,,,DNF,,29.0,29.786,No rain,-0.89,51,7.0,0.0,2
2024,Au,ke,,,,,,DNF,,10.0,21.518,No rain,-2.06,86,1.54,0.0,2
2024,Ch,ts,RB,19.0,19.0,101.593,0.0,DNF,26.0,8.0,23.160,No rain,2.99,75,4.0,0.0,2
2022,Fr,mi,,,,,,DNF,,18.0,37.003,No rain,8.64,77,3.73,0.1,2
2021,Un,ma,Ha,17.0,17.0,102.886,0.0,+2 Laps,54.0,1.0,30.673,Rain,17.84,85,3.09,0.0,2
2024,Sã,oc,Al,4.0,2.0,81.771,18.0,Finished,69.0,32.0,23:28.695,No rain,21.25,86,4.63,0.0,1
2024,Si,ga,Al,18.0,17.0,96.92699999999999,0.0,+1 Lap,61.0,37.0,31.509,No rain,26.92,87,1.03,0.0,1
2021,Sã,pe,,,,,,DNF,,8.0,18.136,No rain,21.25,86,4.63,0.0,2
2022,Au,bo,Al,12.0,8.0,81.651,4.0,Finished,58.0,22.0,18.413,No rain,17.76,67,0.89,0.0,1
2023,La,ke,,,,,,DNF,,26.0,21.868,No rain,14.64,31,1.54,0.0,2
2022,Mo,ha,Me,8.0,8.0,77.203,4.0,Finished,64.0,22.0,24.507,No rain,11.92,73,3.6,0.0,2
2022,Me,st,As,20.0,15.0,82.463,0.0,+1 Lap,70.0,17.0,23.509,No rain,23.88,23,4.12,0.0,2
2020,Au,al,Re,4.0,13.0,68.432,0.0,DNF,67.0,26.0,21.279,No rain,-2.06,86,1.54,0.0,3
2020,Em,no,Mc,9.0,8.0,78.069,4.0,Finished,63.0,13.0,29.683,Rain,4.34,96,2.91,1.33,2
